,paper_id,paper_year,paper_title,paper_language,paper_num_authors,paper_theme,paper_acm_key,paper_acm_category,paper_acm_terms,paper_abstract_PT,paper_abstract_EN,paper_abstract_ES
302,4815,2015,Supporting Designers in Modeling Privacy for Social Network Sites,EN,2,best papers,"H.5.m. Information interfaces and presentation (e.g., HCI): Miscellaneous.",,,,"This paper addresses privacy related to individual’s personal information disclosure in the context of Social Network Sites (SNSs). We present the Privacy Design Model (PDM) ± built upon Altman’s theory of privacy and Semiotic Engineering theory ± as a descriptive model that takes into account dimensions corresponding to aspects upon which designers should reflect at design time, regarding personal information disclosure within these systems. PDM considers as personal information disclosure not only pieces of information disclosure not only pieces of information about the individual, but also the individual’s speech and activities that express his/her identity within the system. Thus, we hope to provide designers with a better understanding of how privacy can be treated in SNS by structuring the design space of personal information disclosure through such dimensions. We also analyze the applicability of the model, through the deconstruction of a real SNS in terms of the privacy dimensions proposed in PDM and discuss the implications of our findings.",
303,4816,2015,Integração do Kinect com OpenCV para tratar interações via gestos,PT-BR,4,context-aware interaction,H.5.2 [Information Interfaces and Presentation]: User Interfaces.,,,,"We can see progress in the area of Ambient Intelligence (AmIs) with the improvement of embedded systems and technologies using wireless networks. Moreover, the development of studies on interaction between human beings and electronic devices have become increasingly more natural. This new scenario favors the development of
ubiquitous computing, in which the relevance of body language is gradually increasing. In this paper, we propose a model of interaction via gestures and test its efficiency through the creation of an infrastructure. In order to assess its usability we developed an experiment with potential users and identified good results. We found that by combining the images identified by Kinect and the interpretation of gestures from OpenCV, improved the gesture recognition greatly.",
304,4817,2015,Uma Abordagem para o Design de Sistemas Ubíquos que consideram a Diversidade de Usuários,PT-BR,2,context-aware interaction,"H.5.m. Information interfaces and presentation (e.g., HCI): Miscellaneous, H.5.2. User Interfaces: P",,,,"Ubiquitous technology has great power to simplify and improve people’s life. However, as the 4th Grand Research Challenge for the Brazilian Computer Society mentions, it is necessary to extend computational systems to all Brazilians, respecting their diversity and differences. Most studies in the literature consider the participation of users with different profiles during the design process. However, there is not a concern with interface adaptation to user’s needs and interaction preferences. This paper presents a design process which guides the ubiquitous systems design from the relevant users’ features identification to adapt the user interface, to the evaluation of the created prototype. The user’s characteristics identification is performed by applying the UbiCARD technique in the system context to be developed. A prototype is presented as a proof of concept.",
305,4818,2015,Evaluating a MoLIC Extension for Collaborative Systems Design,EN,3,design,H.5.3. Group and Organization Interfaces: Evaluation/methodology,,,,"Collaborative Systems go beyond user-system interaction, allowing users to cooperate, coordinate and communicate with each other through the system. This kind of system has brought new issues and challenges for research in several fields, including interaction design, as many works proposed ways to facilitate the process of designing for collaboration. To support model-based design for collaborative systems, we propose an extension for the Modeling Language for Interaction as Conversation (MoLIC), allowing designers to represent user influences, cooperative tasks and awareness mechanisms to design collaboration. In this paper, we present a case study to evaluate the MoLIC extension during interpretation and design tasks applied with 12 undergraduate students. Results points to a good acceptance of the extension, but defects introduced in the models indicate that some concepts were not very easy to understand as presented to participants.",
306,4819,2015,Avaliando a notação da MoLICC utilizando o framework Cognitive Dimensions of Notations,PT-BR,2,design and evaluation,H.5.3. Group and Organization Interfaces: Evaluation/methodology,,,"Trabalho Colaborativo Apoiado por Computador abrange
uma classe de sistemas com os quais usuários interagem
para cooperar, coordenar e se comunicar. Essa classe de
sistemas trouxe novos desafios, que levaram diferentes
áreas do conhecimento a estudar o trabalho conjunto
apoiado por computador, em especial o design de interação,
com a proposta de diversos métodos para apoiar o design
destes sistemas. Para apoiar o design de interação da
colaboração em nível tático com base na Engenharia
Semiótica, foi proposta uma extensão para a linguagem
MoLIC (Modeling Language for Interaction as
Conversation), que permite aos designers incluir no design
de interação as influências entre usuários, tarefas
cooperativas e mecanismos de percepção. A linguagem
estendida denomina-se MoLICC. No presente trabalho,
apresentamos uma análise da MoLICC utilizando o
framework Cognitive Dimensions of Notations (CDN), com
o intuito de levantar limitações e problemas na linguagem.
Resultados apresentam possíveis melhorias para a
linguagem e funcionalidades para uma ferramenta de apoio
ao design com a MoLICC. ","Computer Supported Collaborative Work (CSCW) denotes a class of systems with which users interact to cooperate, coordinate and communicate with one another. New challenges led various research fields to study CSCW, especially interaction design. In order to support the interaction design of collaboration based on Semiotic Engineering at a tactical level, an extension to the MoLIC (Modelling Language for Interaction as Conversation) language was proposed, allowing designers to consider the influences between users, cooperative tasks and awareness mechanisms. The extended language is called MoLICC. In this work, we present an analysis of MoLICC using the Cognitive Dimensions of Notations (CDN) framework, which allowed us to find limitations in the language. Results point to possible improvements to the language and features for a tool to support interaction design using
MoLICC.",
307,4820,2015,Buscando novos sentidos para ferramentas de comunicação móveis em contexto educacional,PT-BR,2,design and evaluation,"H.5.2 Information interfaces and presentation (e.g., HCI): User Interface",,,,"Mobile devices and applications for communication, such as WhatsApp, Facebook and Twitter, are already present in educational contexts. However, their use is generally restricted to the original purpose of informal communication without taking advantage of their potential to promote interaction in formal settings. In this paper, we investigate the design and use of mobile applications in formal communication processes, exploring meaning evolution of WhatsApp use in a real context. We propose a system to enable students to conduct preparatory pre-class activities using WhatsApp with text commands and multimedia messages. Our analysis of the system use suggests that it is feasible to appropriate mobile communication applications with which students are already familiar for the use in formal
contexts.",
308,4821,2015,Dimensions for the Design and Evaluation of Multimodal Videogames for the Cognition of People Who Are Blind,EN,2,design and evaluation,H.5.m. Information interfaces and presentation: Miscellaneous,,,,"Multimodal serious video games are relevant tools to enhance the cognitive skills of people who are blind. For this purpose, it is necessary that designers and developers be able to create interfaces and interactions using the multimodal elements properly. Thus, there is a need to know the relevant elements for such applications, as well as to understand their roles and relationships. In this paper, we propose and discuss a 4-dimension classification: Interface, Interaction, Cognition, and Evaluation. Such classification was assembled from the features related to the design and evaluation of 21 multimodal video games and environments, identified via a bibliographic review based on the systematic review approach. Besides, we classify and discuss the 21 multimodal applications into the proposed classification.",
309,4822,2015,Estudo de Viabilidade da MoLVERIC Cards: Uma Técnica para a Inspeção de Diagramas MoLIC,PT-BR,4,design and evaluation,I.3.6 Methodology and Techniques: Interaction techniques,,,,"During Human Computer Interaction design, the MoLIC (Modeling Language for the Conversation Interaction) interaction diagrams can be used as a basis for building other artifacts, such as mockups. However, if the MoLIC diagrams have consistency or completeness defects, such defects can be propagated to the artifacts that are built based on these MoLIC diagrams. For this reason, we should carry out an inspection in MoLIC diagrams, to prevent the propagation of defects. This paper presents a feasibility study conducted with the MoLVERIC Cards technique, a technique that helps the inspection of MoLIC diagrams. The results show the participants’ perception regarding MoLVERIC Cards technique and discuss opportunities for improvement.",
310,4825,2015,Caminhos Migratórios da Comunidade Brasileira de IHC,PT-BR,3,education and hci,"H.5.0. Information interfaces and presentation (e.g., HCI): General",,,,"As the IHC conference series matures, the Brazilian HCI research community may benefit from an introspective account of its development. We have analyzed the metadata of all full papers published in IHC, the CV of the most pro- lific authors (i.e. the 105 authors who had more than one paper at IHC), and elaborated a survey to collect data re-garding researchers’ migration. In this paper, we analyze how researchers have migrated from their institutions of origin to obtain their advanced degrees elsewhere, and how many have come back and some have moved to yet another institution following work opportunities. This migration has shaped collaboration and fostered emerging HCI research groups in diverse institutions, contributing to the diffusion of HCI research throughout Brazil. This paper provides a
big picture of the community and a historic perspective on how we got here.",
311,4826,2015,Caracterização de Estratégias de Gamificação em Aplicativos Móveis Educacionais: Um Estudo de Caso do Aplicativo Duolingo,PT-BR,2,education and hci,"H.1.2 Human factors, K.3.1 Computer Uses in Education",,,,"The increasing use of mobile devices has favored the use of mobile apps as a learning tool. With this popularity, one of the concerns of Human Computer Interaction area (HCI) is how to motivate users through the interface and interaction model, to make the continued use of these applications. Consequently, new design strategies have been explored to meet the needs of these users. In this sense, the adoption of gamification strategies has contributed positively to the continued use of mobile applications in the educational domain. Motivated by this scenario, this study aims to evaluate and characterize as Duolingo application, considered one of the best applications for teaching languages, has adopted the gamification strategies and, in fact, these strategies contribute as a motivational factor for application use. The results obtained allowed to observe how the strategies adopted by the designer interface have helped to motivate the continued use of this application and, complementarily, may assist in developing and evaluation of applications that make use of gamification as a motivational factor.",
312,4827,2015,"Os meus, os seus, os nossos: reuso de exemplo e a autoexpressão de alunos de programação",PT-BR,2,education and hci,"H.1.2. Information Systems: User/Machine Systems, D.1.m. Programming Techniques: Miscellaneous",,,"Exemplos são comumente utilizados como base para ensino
e aprendizado na área de programação de computadores. No
entanto, vê-se que estudantes de programação (e até mesmo
programadores experientes) negligenciam a etapa de
compreensão do código e da mensagem que este código está
passando, optando por um reuso e readaptação do mesmo
para rápida e facilmente atingir seus objetivos. O presente
trabalho investiga como alunos de programação usam
exemplos em suas atividades e, em caso de reuso de código,
como ocorre a apropriação da mensagem destes exemplos e
como isto impacta em sua autoexpressão e na mensagem
final que estão passando adiante através do programa.","Examples are commonly used as support to teach and learn programming. However, programming students (even the most experienced ones) neglect the study of code and the understanding of the message conveyed by it, preferring to reuse e adapt the code to achieve their goals. This work investigates how students use examples in their activities and, in cases where it is reused, how the appropriation of the code message happens and how it impacts in programmer’s self-expression and his/her final message communicated with the program.",
313,4828,2015,Aplicabilidade do Método de Inspeção Semiótica em Jogos Eletrônicos Interativos,PT-BR,3,hci evaluation,H.5.2 User interfaces: Evaluation/methodology,,,,"This research investigated the use of the Semiotic Inspection Method (SIM) in digital games, by employing it in the analysis of the following games: Ingress, Kinectimals and Just Dance Now. In the research, we analyzed to what extent SIM can be used to assess the communicability of digital game interfaces, considering the semiotic idiosyncrasies of that software domain. In this paper, we present the results from the use of SIM in those games, thus pointing out some limitations of the method for the digital game domain, in terms of communicability features that could not be assessed.",
314,4829,2015,Comunicabilidade no Facebook: uma Avaliação da Interação de Jovens e Idosos com o MAC-g,PT-BR,7,hci evaluation,"H.5.2 User Interfaces: Input devices and strategies (e.g., mouse, touchscreen), Interaction styles (",,,,"The growth of the elderly population and the social network’s benefits to this public makes essential a good communicability of these systems for the elderly users. This
article describes a qualitative research using the Communicability Evaluation Method for Collaborative Systems with two user’s profiles on Facebook. The objective was to evaluate if the limitations from the aging process can generate different results in the contrasted profiles. As a result, we observed some aspects to be reviewed on Facebook interface as: improving meaning system, defining more clearly organization criteria for information and correcting usability and accessibility issues that contribute to communicability breakdowns during the elderly’s interaction.",
315,4830,2015,Using Keywords to Support the Verbalization in Usability Evaluation,EN,5,hci evaluation,"H.5.m. Information interfaces and presentation (e.g., HCI): H5.2 User Interfaces",,,,"Usability evaluation is a group of systematic activities that should be performed by  software developers in order to identify usability problems. A widely used strategy to evaluate usability is known as User Observation and aims to analyze whether the interaction capability provided by the software is appropriated or not. Techniques, such as, Verbalization is widely used to support the evaluations based on observations due to the reason that it provides data about the quality of user interaction. In order to automate the usability evaluation test and to minimize the evaluation time, we developed a tool named ErgoSV, which is based on the verbalization technique and is capable of automatically recognize words defined in a keyword list. ErgoSV also collects, analyzes and provides relevant information about the usability test, such as: a list of pronounced words, pronounced words counter, interfaces (set of screens / video) spoken at the moment of the pronunciation and the exact time moment of pronunciation. Some usability evaluations were conducted with applications from diverse domains and showed the effectiveness of utilizing keywords to perform usability evaluation based on verbalization technique.",
316,4831,2015,Design de Interface de um Ambiente de Realidade Virtual Imersiva para o Treinamento de Eletricistas,PT-BR,8,interaction with new devices,"H.5.1. Information interfaces and presentation (e.g., HCI): Multimedia Information Systems---Artific",,,,"This paper discusses usability problems in immersive virtual reality environments that were identified during the development of a system used to train electricians to perform maintenance and emergency maneuvers in electric distribution substations. Differently from traditional desktop systems, in which graphical interface techniques and standards are already consolidated, immersive virtual reality environments present several new challenges for the creation of user interfaces. A case study was performed with 37 participants and the collected data is helping the development team to improve the system usability.",
317,4832,2015,Therapy Game: uma nova plataforma para auxiliar nas áreas de fisioterapia e terapia ocupacional,PT-BR,3,interaction with new devices,H.5.2 [Information Interfaces and Presentation]: User Interfaces,,,,"Video games are constantly evolving and new ideas for user interactions are being proposed. Within this context, innovative technological artifacts are being created in order to enable interaction flexibility, involvement in the game and rewarding experiences for the players. In recent years, the medical field has benefited from video games with new treatments in the area of physical and occupational therapy. This paper presents a low-cost technological infrastructure, capable of creating games for the area of body movement rehabilitation, utilizing an innovative wearable control that interacts with this new video game. In order to validate this proposal, we conducted initial experiments with potential users, pediatric neurologists and physical therapists. The user experience was a success and the results indicate promising usability in the medical area.",
318,4833,2015,Engaging citizens with news stories through social curation: a design research project,EN,2,new interaction paradigms,H.5.3 Information Interfaces and Presentation,,,,"We report on our design of Acropolis, a social computing platform that allows citizens to build and share their own narratives about long-running news stories of political nature. A key goal of this research project is to explore the following design opportunity: how can we re-design news stories in order to engage citizens in their reading and curation? We have hypothesized that one way of achieving this goal would be by effectively supporting user-curated narratives, yet allowing users to socially engage in different perspectives and plots in a story. Using a research through design methodology, we conclude the first cycle of this study with a set of design
recommendations for building similar platforms.",
319,4834,2015,Método de Detecção de Face e Vivacidade: Explorando Novos Paradigmas de Interação,PT-BR,3,new interaction paradigms,H.5.2 [Information Interfaces and Presentation]: User Interfaces ± Input devices and strategies,,,,"This paper presents a method, invariant rotation and supporting vivacity detection, to perform face detection in catches in real time via the Kinect sensor. The results contribute to areas such as pattern recognition, IHC and computer vision, among others. The possibility of face detection and safely and reliably vivacity can substantially enrich IHC interfaces, increasing the variability of applications that make use of such resources in the design of multimodal interfaces.",
320,4835,2015,O Papel da Interface nas Diferenças entre o Compartilhamento nas Redes Sociais Online e Offline,PT-BR,2,social interaction,"H.5.m. Information interfaces and presentation (e.g., HCI): Miscellaneous, H.3.4. Social networking",,,,"Social networks allow users to share information among themselves. In this article we investigate the influence of Facebook’s interface on how its users share information. To do so, firstly we present a comparison of how users share their information online and offline. We also analyze Facebook and identify which strategies are used in the system to allow or encourage users to disclose their information. By contrasting the pieces of information that are shared with a larger audience online than offline with
which pieces of information the interface gives a bigger encouragement to users to disclose we find that there is a large overlap between the two groups. This finding points to the potential impact that interface decisions have on users’ self-disclosure on social networks",
321,4836,2015,Um Modelo para Apoiar Designers de Sistemas Colaborativos na Antecipação de Cenários,PT-BR,2,social interaction,"H.1.2. Models and Applications: User / Machine systems - human factors, human information processing",,,,"Nowadays collaborative systems often present users with flexibility to customize different aspects according to their contexts or needs. Designers of these systems must define the possible customizations to be offered to users at design time. To do so, they have to decide what choices to make available to users, and consider which scenarios may be generated by users’ decisions and their impact over time in other users’ interactions. In this paper, we propose a modeling language that supports designers in this activity by allowing them to describe users’ choices and actions over time and their impacts. Based on this description a scenario generator describes the situations that users can create by their choices. Exploring the scenarios generated at design time, the designer can inspect if any of the scenarios represent undesirable situations for end users. A preliminary evaluation of the model is presented and discussed",
322,4837,2015,Desenvolvimento de um aplicativo educativo utilizando o Toolkit HCD e dados abertos sobre a cultura recifense,PT-BR,3,social interaction,"H.1.2 User/Machine Systems: Human factors, H.5.2 User Interfaces: User-centered design, K.3.2 Comput",,,,"This paper presents the Human-Centered Design process (HCD) applied in the context of educational games using open data about cultural aspects of the city of Recife. The main objective of the work is the collaborative development of an application for smartphones, entitled \""Recife Games\"", which provides an entertaining way to learn about Recife culture. The methodology for the application development was based on the HCD Toolkit and Jakob Nielsen’s usability criteria and heuristics. We also used two interaction design techniques, Skeumorfism and Flat Design. The work includes the steps proposed in the human centered design, starting with the specification of a strategic challenge and the following three main phases: Listen, Create and Deploy. Finally, we present statistics related to the application usage on Android platform, that shown relevant user acceptance of \""Recife Games\"".",
323,4838,2015,The Value of Values for HCI: an informed discussion beyond philosophy,EN,3,social interaction,H.1.m. Miscellaneous,,,,"Academic literature has indicated a new moment for the HCI field that requires it to revisit methods and practices to consider aspects that are difficult to deal with, such as values and culture. This paper presents an informed discussion situated in the context of the Human Values Grand Challenge for HCI in Brazil, exploring possible understanding for values in HCI, the importance of the topic, and existing approaches. We draw on the literature and on our own research experiences in the topic to develop critical discussions and suggest possible directions for advancing the research and practice in the context of this challenge.",
324,4839,2015,Método de Inspeção Semiótica Intermediado: Um Estudo de Caso com Alunos Surdos,PT-BR,4,accessibility,H.1.2. Human Factors; H.5.m.: Miscellaneous,,,,"Accessibility actions in Distance Education (DE) seek to contribute to the integration of deaf students in higher education. For the actions that can be proposed, it is necessary to be well acquainted of the needs of this target audience in terms of communication, language and interface design. The aim of this study was then to evaluate the communicability of the Virtual UFMG interface, customized in Virtual Learning Environment (VLE) Moodle, using the Semiotic Inspection Intermediated Method (SIIM). The application of this method revealed the main communication problems in the Virtual UFMG interface, apprehended the special needs of the deaf in both situations, in the DE context and the VLE Moodle environments. The results from this application also showed the relevant categories of the system’s use and also proposed suggestions for the interface improvement. It was then possible to generate indicators on accessibility in distance education written in Portuguese and focused on deaf users, contributing to their accessibility to DE contexts of academic studies.",
325,4840,2015,Um estudo da interação do público da terceira idade com o Facebook em dispositivos móveis: identificação e definição das personas,PT-BR,3,accessibility,"H.5.2 Information Interfaces and Presentation: User Interfaces - Ergonomics, Interaction styles, Use",,,,"The use of mobile devices such as smartphones and tablets by different group of people has been growing in Brazil. Among the various audiences the elderly persons may be highlighted as a group who has different needs with regard to interaction with mobile devices. In parallel, the Facebook has been intensely adopted by elderly too. Considering the above aspects - the use of mobile devices and the inclusion of elderly users in social networks - the objective of this paper is to present the results of an exploratory study on the interaction of elderly users in the Facebook on mobile devices in Brazil, defining the personas that represent these users. For this, two methods were performed: a survey with 271 potential users that provided the data to delineate 3 personas, and a participatory design to verify if the real users. who represent the personas, had different characteristics when compared to the proposed personas.",
326,4841,2015,Exploring Principles for Affectibility in the Design of Mobile Applications,EN,4,affective computing and emotional aspects,"H.5.m. Information interfaces and presentation (e.g., HCI): Miscellaneous",,"Design, Human Factors",,"The objective of the design principles for Affectibility is to help designers to reason about and consider affect in the design process. The principles were proposed thinking about the context of children’s education. Previous studies suggest that the use of the principles results in software that children have rather positive responses when interacting with them. In this paper we explored the principles for Affectibility in a context outside children’s education. The principles were introduced to a group of prospective designers (undergraduate students), who had to create mobile applications for the World Cup. Students elicited the main concepts (using participatory techniques) for the new applications; and then developed and evaluated each other’s applications. The objective of this work is to evaluate the viability of the use of the principles outside educational contexts and to understand the use designers make of the principles.",
327,4842,2015,"Where, What, Why and How - 3W1H: Uma abordagem prática para desenvolvimento de ambientes interativos",PT-BR,4,design,"H.5.2 Users Interfaces: Evaluation/methodology, Interaction Styles, Natural Language, Standardizatio",,,,"The advent of Kinect triggered the growth of applications aimed at natural interaction, gesture recognition and interactive environments. Over time, we realized that interface solutions based on such types of interaction grew in a rapid and disorderly way, without any concern for the formalization of development stages. In addition, issues related to the way these interactions are represented, the context in which they occur, and the environmental behavior in response to these interactions became relevant. In this sense, this paper brings a contribution to the practical approach of a Where-What-WhyHow Model for the development of interactive environments. The proposal focuses on three main points: (i) actions that must be performed by the interactive environment;(ii) the situations that trigger the implementation of the actions by the environment; and (iii) the expected behavior once the situations have been recognized. The illustration of the proposal is made through a complete case study that contemplates all development stages and the physical implementation of a remote control that triggers actions in the real world (TV) and in the virtual world (graphical representation of the remote control), which compose the interactive environment.",
328,4843,2015,A socio-constructionist environment to create stories using tangible interfaces,EN,2,accessibility,"H.5.m. Information interfaces and presentation (e.g., HCI): H.5.2 User Interfaces (D.2.2, H.1.2, I.3",,,,"Contemporary technologies such as Tangible User Interfaces (TUI) have not been explored in its full potential in educational contexts, to taNe advantage of the innate ability of children to tell stories. This activity has proven to be authentic and personally relevant for children with benefits to their personal and social development. This paper presents the design and construction of a TUI environment to be used in inclusive educational contexts, allowing children to create, share and participate in the process of constructing narratives. The environment was conceived under the Semio-Participatory Design Model, and was experimented with the active participation of teachers and children in a real educational context. The design rationale of CPES, a Collaborative Programmable Environment for Storytelling, is presented and results of the final product and its use are discussed in the paper.",
329,4844,2015,A caminho de um método analítico para avaliação de respostas emocionais na interação humano-computador,PT-BR,2,design and evaluation,H.5.2. User Interfaces: Evaluation/methodology,,,,"Emotion is an important factor in Human-Computer Interaction (HCI) that influences users’ behavior and satisfaction. Empirical methods are often applied to assess emotional responses evoked from a user interface, but the cost of data collection and analysis is generally high. The adoption of analytical methods is an alternative to the high cost. Although the analytical methods, such as usability, accessibility, and communicability, are widely accepted in the HCI area, there is a lack of evaluation through emotional response. Semiotics is a way to understand what the elements of an interface represent for the user. This paper proposes a method based on semiotics for evaluation of possible emotional responses evoked by presented elements on the interface. This method was applied in a case study and the results were considered consistent when compared to those achieved by empirical methods.",
330,4845,2015,Intellectus: Software de apoio a avaliações baseadas em medidas neurofisiológicas,PT-BR,4,design and evaluation,"H. 5. 2 User Interfaces: Input devices and strategies, H.5.2 [Information Interfaces and Presentatio",,,,"Currently, there are many types of computer systems, and it is essential that they have interfaces that allow the user to achieve their objectives satisfactorily. To do so, these interfaces must be evaluated. Researches show promising results when using neurophysiologic measures of users to support the evaluation of traditional methodologies. This work presents the study and development of a software capable of recording and cataloging neurophysiologic measures based on electroencephalogram (EEG). To this end, two EEG low cost, Neurosky Mindwave and Emotiv EEG were used as data acquisition devices. The software was developed using the C Sharp programming language and the manager of database Microsoft SQL Server Express. Through the developed software, called INTELLECTUS, research and studies in the field of Neuroscience can be conducted. Based on related work, an experiment was conducted. In this, it was possible to perform the catalog data for two EEGs.",
331,4846,2015,"Um Ambiente para Apoiar o Projeto, Implementação e Avaliação da Gamificação em Sistemas Sociais",PT-BR,3,design and evaluation,"H.5.m. Information interfaces and presentation (e.g., HCI): Miscellaneous",,,,"Gamification has become a popular strategy to increase the engagement and participation of users in social systems. Despite the popularity that now reigns, we identified that gamification can not be treated simply as award points and provide badgets for users. Care must be taken, since the choice of the game mechanics must consider the profile of the user as a player. If such considerations are not made properly, the desired goals by the developer cannot be obtained. In other words, one needs to understand the relationship between the developer’s goals, the game mechanics and the profile of users (players). The lack of computational tools to support the developer to consider how these three aspects relate to and impact, led us to propose GameWork. It is a Service-oriented Architecture to support gamification in general, especially to help monitoring the system and the players behaviors with respect to the incentives provided. This article describes GameWork and an example of its implementation in a commercial social network.",
332,4847,2015,Desenhando a Interação e Colaboração em Sistemas de Aprendizado Ativo,PT-BR,3,education and hci,"H.5.3 [Information Interfaces and Presentation (e.g. HCI)], Group and Organization Interfaces—Web-ba",,,,"In formal learning environments there is a diversity of interests and abilities that need to have space in the interaction between those involved in the production and sharing of knowledge. This diversity of skills is still not supported by existing systems, when the goal is collaboration on active learning models. The design solutions need to align systems with the needs of students and teachers and the learning objectives. This article proposes an analysis based on artifacts of Organizational Semiotics, which allows us to understand learning requirements that influence the design of collaborative systems. This analysis informed the development of a technological platform to support an active learning environment. Experimental results on the use of the system in teaching of HCI indicate good user acceptance and pointed out its viability in mediating the engagement and collaboration of those involved in active learning.",
333,4848,2015,Exploring Concurrency on Computational Thinking Tools,EN,2,education and hci,K.3.2 Computer and Information Science Education – Computer Science Education,,,,"Computational thinking (CT) tools express their designers’ perspective on how a selected set of Computer Science concepts should be introduced, typically hiding details to avoid unnecessary complexity. This paper focuses on how concurrency is dealt with by five well-known tools in this domain: Scratch, Alice, AgentSheets, NetLogo and Greenfoot. We present the results of a systematic analysis contrasting their model of concurrent behavior with the corresponding programming interface messages that trigger their users’ interpretation and learning of concurrencyrelated concepts. We present and discuss the conceptualizations that potentially emerge from using these five tools and compare them with established concurrency concepts. Our findings indicate opportunities for an explicit exploration of how some concurrency aspects are implemented in games and simulations built with CT tools. We believe that this might facilitate future learning and comprehension of complex concurrency concepts, considering that the knowledge embedded in these tools can also influence students’ understanding of concurrency.",
334,4849,2015,O Pensamento Computacional Através de Jogos Infantis,PT-BR,3,education and hci,H.5.2. User Interfaces.,,,,"Digital games represent a ludic, attractive and pedagogically interesting possibility for teaching-learning processes. The appearance of several children’s games based on creation of algorithmic sequences for controlling characters shows the growing importance given to the development of computational thinking at elementary level. However, the adoption of this kind of game in educational contexts is hindered by the lack of trustworthy design and evaluation methods to access the quality of the games and guide developers and educators. This paper reports the evaluation of a children’s digital game for teaching computational thinking, and presents results that contribute to the generation of guidelines related to interface elements, interaction issues and key design choices for performing functions that are common to games of the kind.",
335,4850,2015,Investigating Treemap Visualization in Inverted Scale,EN,3,information visualization,H.5.2. User Interfaces: Evaluation/Methodology,,,,"Identifying maximum/minimum values in different charts is a common goal when users are interacting with visualizations. Moreover, this can be a challenging task when the user is interacting with space-filling visualizations. Space-filling methods consider a 2D area to represent values, however, low values that might be interesting for decision makers are commonly obfuscated by such approach. In this context, we conducted an eye tracking study with 12 target users to analyze how scale inversion (area proportional to 1/value) can support the identification of elements with small values represented in treemaps. Results show that when the inverted scale supports the task, users are able to identify elements individually and in a less ambiguous way, but took more time to interpret the inverted scale treemap. With the presented results, we expect that Human-Computer Interaction practitioners working on space-filling visualizations to include interactive scales to invert the visualizations scale when the task at hand involves evaluating minimum and/or maximum values.",
336,4851,2015,Visualization Mechanisms for Crowdsourcing Information in Emergency Coordination,EN,6,information visualization,H.4.2 Information system applications: Types of Systems— decision support,,,,"To perform emergency coordination, people in a command centre need to process a large amount of data about the incident to make decisions, generally, under time pressure. A main challenge is to quickly obtain contextual information about the situation, which can be obtained from people in the place of the incident, in a crowdsourcing manner. This paper presents our investigation about visualization mechanisms to support command centres on analysing crowdsourcing information regarding emergency situations. As contributions, we highlight: 1) discussion of existing visualization mechanisms and their support on emergency management; 2) prototype of the Emergency Response Toolkit (ERTK), a set of tools to support command centres on using information from the crowd, e.g. in large-scale events; and 3) evaluation of ERTK and its visualization mechanisms with 11 emergency experts, in Brazil, Austria and Spain, collecting feedback to improve information visualization for emergency management.",
337,4852,2015,Eye Jam: A Gaze-Controlled Musical Interface,EN,4,interaction with new devices,"H.5.2 User Interfaces: Interaction styles, theory and methods, I.3.6 Methodology and Techniques: Int",,,,"Gaze-based interfaces use eye trackers as input devices to substitute, for example, the keyboard and mouse of a conventional graphical user interface. For people with severe motor disabilities, gaze is one of the few alternatives to interact with the world. The most common gaze interaction paradigm is called dwell-time, where keys are selected using fixations longer than a certain “dwell”. Though simple, this mechanism does not permit the selection of keys at precise moments, a requirement to play music and certain video games. In this paper we introduce two gaze interaction techniques that overcome this limitation. The first is an extension of the dwell-time, where selection is triggered when the gaze exits the focused key. The second is based on the Context Switching paradigm, that uses saccades for selection instead offixations. Results of a user experiment show that the Context Switching paradigm permits a more accurate timing control while playing music at 45 and 70 beats per minute.",
338,4853,2015,Identifying Cognitive Authority in Social Networks: a conceptual framework,EN,3,social interaction,H.5 Information Interfaces and Presentation: General,,,,"The popularization of online social networks has contributed to the appearance of new strategies that consider the relationship and interaction between people as a means to support information search and recommendation. The literature has indicated that a cognitive authority produces and shares information of better quality and relevance for those who recognizes that authority, being a promising concept to support information retrieval and quality judgement on the web. However, identifying such authorities is still a challenge. In this paper, we introduce the idAuthority: a conceptual framework to support the identification of cognitive authorities in social networks. To illustrate its application in a practical context, we instantiate the framework for a real online social network of Inclusive Education teachers, and evaluate its results with a group of six teachers. The results indicate the idAuthority as a promising framework to support the creation of mechanisms for identifying cognitive authorities in specific social networks.",
339,4854,2015,Interaction Design Process for Healthcare Professionals: formalizing user’s contexts observations,EN,2,design and evaluation,H.5.2. User interface,,,,"We are presenting our in-the-wild study involving designers and healthcare professionals acting as users participating in the design process of applications to support their communication flow at their workspace. Our principle, as many other possible approaches, is that interaction design is an iterative and interactive process for developing systems in which the Participatory Design (PD) and User Centered Design (UCD) is essential, providing creation of end artifacts to better satisfy user’s needs, incorporating their abilities, not only for work perspective but also in other aspects of their lives. From our study we’ve formalized our observations into design guidelines so that the out-office user´s experiences, incorporating concepts of their daily life and social activities become part of the design requirements, what is essential to the system to achieve the necessary properties for ICT adoption.",
